query_id,answer
81,4408 2696 4361 2831 4384 4400 4219 2865 2521 3844
82,4400 4308 2964 2831 4234 4532 4403 4219 4387 4408
83,1951 4234 4532 4396 4400 4308 4045 4436 4361 1907
84,4234 4400 4362 4403 4407 3006 2408 4408 2831 2865
85,2962 4209 2646 4290 4227 4403 4308 4407 4397 2831
86,4321 3467 1951 4286 4361 4320 4362 4308 4532 4045
87,2646 4361 4308 4406 4219 4331 4234 3844 4204 4322
88,1951 4286 4328 3467 4321 4436 4532 4234 4308 4320
89,3467 4286 4321 1951 4234 4532 4328 4320 4308 1907
90,2865 2696 1966 4400 4219 2831 4361 4384 4509 4508
91,2943 4362 4387 2511 4234 1901 4396 2802 4356 2221
92,4045 4153 4050 4214 4234 2698 4204 4290 4227 4436
93,4387 4285 4257 4400 4234 4408 4504 2408 2865 2831
94,2062 4110 4404 3260 2057 4419 2060 4411 4205 2061
95,4286 4328 4321 4436 4396 1907 4320 4431 4308 4234
96,4408 1958 4387 2521 4400 2944 4403 2831 4407 4219
97,4403 2408 4407 2831 4234 4400 2865 4408 1958 4504
98,4436 4234 3467 4214 4532 4153 4331 2646 4320 1951
99,1958 4400 4408 4331 4219 4361 4308 2646 2831 4403
100,4328 4396 3467 3436 4234 4286 1907 4436 4321 4153
101,2865 4408 4361 4400 4219 2521 1966 2831 2944 4407
102,4383 4404 4366 3995 2948 3150 4363 4438 4409 4431
103,4219 2646 4308 4384 2943 4257 4361 4408 4234 4394
104,2865 4440 4219 4361 2866 4389 4408 1966 2521 2831
105,4219 4384 2646 4313 4308 4440 3078 4234 4361 3077
106,4219 2646 4408 4308 4257 4361 2962 2943 4285 4406
107,1909 1918 4286 3419 4396 1907 4308 1837 4234 4328
108,4331 2646 4219 4361 4320 4286 4408 3127 4333 2866
109,2646 4361 4384 4331 4234 4219 4406 4308 3844 4010
110,4219 4308 2646 4234 4408 2962 3564 4328 1909 4286
111,4308 2646 4233 4257 4303 4361 4219 4531 4331 2943
112,2696 4302 2831 4219 4384 2521 2865 3088 4389 1966
113,4214 4045 4362 4234 4436 3467 4153 4050 4532 1951
114,4219 4395 4389 4384 4440 4387 4400 3026 4005 2288
115,4395 4454 4227 4290 4447 4241 1842 4351 4249 4332
116,4219 2646 4308 4257 4361 4234 4408 2521 2943 4387
117,1909 4396 4354 4308 4286 1901 1899 4328 1907 4234
118,4440 4384 3078 4219 4389 2521 2866 2221 2943 4394
119,2646 4219 3077 4384 4313 3078 4308 3470 4234 4361
120,4361 4384 4257 4219 4406 2943 4389 4440 2037 3169
121,4440 4389 4219 2646 4313 3078 4361 4384 1966 3470
122,4451 4366 4220 2213 3774 4214 4290 2698 2405 4209
123,4361 2865 2521 1966 4509 2060 2944 4389 4504 4403
124,1909 4408 1918 4400 4387 4234 4361 2408 1954 1960
125,4440 4389 2521 2866 4408 2944 2802 4257 4361 4394
126,4045 4153 4234 4396 4133 4308 4328 4286 4248 4299
127,2646 4361 4384 4219 3470 4313 1966 2943 4395 4252
128,2865 4408 4361 1966 4219 2521 4400 2866 2944 2831
129,1960 4400 4408 4308 4234 2831 1907 4367 4403 2408
130,4234 2646 4308 4219 4361 4408 4532 1951 4400 2865
131,2663 4371 4440 2220 3552 4008 4375 4266 2942 2217
132,4411 3261 2062 4404 3871 4388 4329 4252 1830 2892
133,4308 4366 4234 4396 4321 4320 4225 4050 4045 3265
134,4328 4329 4220 4334 4234 4227 4446 4516 4178 4400
135,4387 4285 4257 2408 4504 4408 4400 4407 2865 4403
136,2696 4384 2866 2288 3470 2865 4509 4219 4005 1966
137,4308 4286 4219 4358 2408 4234 4362 4361 2511 4396
138,3261 4205 2060 3150 2057 4110 4404 2857 4109 3151
139,4308 4219 2646 4234 4361 4331 2943 4153 4400 4362
140,4219 2646 4395 4389 4440 4214 4400 4387 4407 4403
141,1909 4308 3419 1907 4286 1918 4396 4403 4234 4408
142,2865 4219 2521 4406 2646 4361 1966 4408 4400 3844
143,4436 4321 4320 4286 4045 4308 4050 1951 4153 4234
144,4389 4361 4384 2943 4257 3127 3565 4396 4321 4394
145,1901 4362 4286 4153 4328 4308 4234 1909 1907 4219
146,4320 4321 4331 4286 4234 4319 4308 4361 4436 1951
147,2646 4219 4387 1966 3470 4384 4440 4400 4308 4361
148,2865 3844 4361 2521 4406 1966 4408 4219 2646 4400
149,4219 2865 4400 1966 4361 2831 1958 2408 2521 4403
150,4445 4243 2898 4410 4364 4408 4518 2029 4530 2831
151,1966 4400 2865 4361 4403 2408 2831 4408 4407 2521
152,4257 4219 4361 4387 2943 2866 4509 2521 3055 4440
153,1907 4396 4286 1909 4234 4328 4308 4400 3419 4403
154,4328 4286 4396 3436 4234 4362 4436 1907 4045 4153
155,4403 2408 4407 2831 4400 2865 4361 4408 4387 3209
156,2521 4408 4361 2865 2944 2866 3168 4219 4403 4407
157,4400 1966 2865 4408 2831 4234 4387 2521 4403 2408
158,4286 1951 4328 4321 4308 4436 3467 4361 4234 4153
159,4361 2865 4219 1966 1958 2521 3844 4406 4509 4389
160,4308 4234 1909 4362 4516 4334 4331 4512 4214 4329
161,4214 2665 2698 4398 3553 4361 4395 4331 2511 4219
162,2865 2696 1966 4219 4509 3567 4408 2521 2831 4361
163,4320 4436 4045 4388 2244 4153 4321 4204 2095 4396
164,4371 2696 4307 4266 2906 2939 3793 3257 3255 3256
165,3470 4219 2646 3078 4389 4313 4384 1966 4440 4334
166,4362 1909 3088 3467 4234 4408 4308 2962 4387 1918
167,4400 4408 2865 1966 2831 4219 4387 4403 2696 4504
168,1951 4234 4286 2698 4361 4308 4045 4362 2831 2646
169,2865 1966 4400 4308 4234 4408 4361 4219 2521 2831
170,1958 1966 4387 4361 4234 2865 2408 4219 2831 4400
171,2696 4371 2894 2942 2220 4440 3128 4008 4389 3643
172,4219 2646 4384 4361 4308 4440 4408 4234 2962 4400
173,3643 3128 2696 4371 4367 2942 2894 2923 2220 3254
174,1907 4396 2831 4400 4234 4308 4204 4328 4321 4403
175,4451 4447 4290 4227 4214 4220 2698 2405 4383 3995
176,2866 4219 4394 2521 4440 4257 4361 4389 2646 4509
177,4436 4286 4308 3467 4532 4361 4320 4234 4321 1951
178,4321 4436 2232 4308 3467 4286 4361 4320 4396 1907
179,4423 4220 4364 3028 4321 2917 2908 2937 4232 4496
180,2646 4389 3565 4331 4408 4436 4322 4010 2831 4356
181,3565 4285 4384 4408 4257 2221 4361 4389 2943 4394
182,4285 4361 2646 4219 4234 4257 4308 4408 3844 4406
183,3467 4328 4214 2698 4308 4321 4362 4436 1951 4286
184,2865 3844 1966 4406 4361 4408 2521 4219 4400 2831
185,4320 2232 4321 3469 4436 3128 4388 4153 1901 2244
186,2942 4371 4202 4354 3643 4388 4375 4276 4243 3469
187,2831 4400 4234 4408 2944 4308 2521 4403 3168 2865
188,4361 4400 2831 4234 4302 4409 4504 4403 2865 1958
189,2865 4219 2831 1966 4400 4361 4403 2521 3168 4407
190,4204 4006 2095 4516 2171 3467 4018 4285 4218 4266
191,4532 4286 4234 1951 4408 4219 4361 1901 2943 4394
192,1909 4286 4396 4328 4361 1907 4234 1918 4403 4308
193,2408 4403 4407 4387 2831 4234 4400 4408 1958 3209
194,4286 4234 4328 3467 1951 4396 4321 4308 4436 1907
195,4395 4219 2646 4389 4214 4424 3026 2521 3843 2944
196,4257 4387 2865 1966 1958 4408 2408 2521 4389 2944
197,4384 4361 4219 4257 2943 4389 3565 4409 4234 4440
198,4286 4436 4153 4532 4328 3467 4050 4234 4361 4308
199,3844 4406 2865 4361 2646 4408 4219 2521 1966 2944
200,2865 4440 1966 4361 4308 2521 2866 4387 4389 4403
201,2696 4332 4257 3689 3055 2831 2060 4504 4005 3088
202,2646 4308 4219 4361 2943 4384 4408 4396 4440 4234
203,2865 1966 4387 4257 4504 4285 4400 2521 4408 4389
204,4308 4234 4362 4286 4045 4400 4328 4153 4331 3467
205,2866 4361 4406 4408 4400 4219 2943 2865 2521 4407
206,4396 4407 4328 2249 4403 4387 4308 4400 4234 4408
207,4395 4214 4219 2646 3026 4361 2943 4234 4328 4396
208,4408 4219 4361 4257 2521 4504 4308 4403 2408 2866
209,2646 4408 4532 4361 4234 4286 1907 1951 3467 4308
210,4361 2646 4516 4331 4234 4384 4406 4219 3844 4334
211,2865 1966 4361 4219 4408 2866 4400 2521 4440 4403
212,4286 4328 1907 4234 4308 4396 1909 4431 4290 4403
213,3565 2646 4384 4440 4219 4313 4331 4312 4389 3078
214,4395 2646 4219 4384 2288 4214 4400 4403 1966 2521
215,3419 4328 1907 4396 4308 1909 4234 4286 4358 4408
216,4321 2695 4436 4551 4372 2888 2902 2911 2232 2906
217,4366 2698 4308 4214 4321 4451 4209 4361 4234 2665
218,4406 4219 4361 2646 3844 4257 4440 4408 2521 2866
219,4308 2646 4219 4384 2962 4408 4234 1901 4440 2943
220,4440 2968 2663 2220 4371 4243 3128 3643 4389 2942
221,3565 4257 4361 2943 4285 4389 4440 4394 2221 4396
222,1907 4532 4286 4153 4050 4234 1951 4285 4204 4308
223,4257 4361 2943 4285 4408 4219 4389 4440 4396 4394
224,4400 2831 4407 4408 4302 3132 3261 4332 4005 4372
225,4371 2910 4372 3777 3169 4420 4220 4008 4435 2908
226,4371 4436 4240 4318 4220 4401 4243 3777 4047 4207
227,1909 4396 4286 4328 3419 3436 4308 1907 1954 3209
228,2865 4361 4219 2831 2521 3844 4400 2944 1966 3168
229,1958 1966 4219 4234 2646 4400 4361 4408 3844 4440
230,4400 4504 2831 4332 4219 4234 3055 2696 3689 4409
231,4308 4234 3467 1907 4286 4328 4396 4362 4045 3436
232,2865 4387 1966 4219 2408 4400 4408 2521 4407 2831
233,4532 3128 3643 4050 1907 4153 4286 4408 4219 4361
234,4396 4407 4440 4387 2943 4234 4403 4285 4257 2521
235,2865 4387 4257 4400 4219 1966 4408 4508 3567 2408
236,4400 2944 2521 2802 2865 2831 1966 4219 3168 3132
237,3265 1901 4396 1909 4234 4356 4394 1918 2943 4205
238,4328 4446 1909 4153 4308 4286 1907 4234 4133 4050
239,4220 4423 4364 4232 4321 4414 2253 2917 2324 3746
240,4396 4328 4045 4321 4286 4242 4243 1901 4290 2953
241,4234 4396 1907 4308 1909 4328 4286 4219 4408 4400
242,4308 4328 4362 4286 4396 1899 2408 4387 1901 4234
243,3844 4361 4406 3972 2865 4440 1966 4389 2521 2943
244,4321 4286 4308 1951 4320 4396 1907 4328 4234 4050
245,2865 4387 4504 4257 1966 4219 2408 4407 4403 4509
246,2865 2831 1966 4308 2521 4400 2696 4219 4403 4384
247,2865 4387 4257 2408 4408 4389 2866 2943 4509 2521
248,2663 4375 2968 4435 2221 4186 4267 2695 2794 4008
249,4509 4219 3470 3078 4313 1966 2696 3567 2865 4384
250,4321 4436 4320 4286 1951 4308 4331 4361 4234 1901
251,4308 4408 4234 4400 2831 4409 4367 4302 4219 4431
252,4371 2942 3643 3128 4388 3254 2894 2220 2923 2902
253,4328 4362 4286 4396 1909 4308 4204 4234 3467 4400
254,4286 4321 4436 4532 4328 3467 4234 1951 4320 1907
255,1909 2511 4396 4009 4408 3843 2944 2462 2521 4403
256,2865 1966 2521 4400 4219 2944 4361 4408 2696 4302
257,4220 4249 4296 4354 4243 4242 4276 2075 2069 3995
258,4234 4362 4308 4446 4334 4153 4331 4214 4436 2646
259,2831 2865 4219 4308 4361 1966 4400 4403 4384 4407
260,1951 3467 4532 4234 4436 4153 4328 4308 4050 4331
261,4400 2521 2408 2831 2865 4403 2944 4407 3168 4387
262,4286 4408 4396 1907 4234 4328 1951 4407 4308 2511
263,4519 4453 4243 3782 3783 4354 4328 3858 3993 4257
264,4309 3750 2214 4254 4324 4208 3016 2674 4433 3169
265,2865 2866 4387 1966 4257 4285 4400 4408 2521 4389
266,4214 2698 4451 4366 4290 3995 4308 4361 4209 4447
267,4400 1966 4408 2831 4219 4403 2865 4361 2408 2521
268,4400 4328 4308 4396 4234 4153 4045 4331 4134 4408
269,4214 4308 2698 4321 4320 4209 3862 4243 4433 3995
270,3127 4219 2646 2962 4384 4321 4320 4308 4408 4361
271,4328 4396 4286 4234 4308 1909 3467 4204 4400 4408
272,2865 1966 4219 2646 4408 4384 2521 4400 4361 4257
273,1951 4532 3467 4328 4286 4321 4308 4234 4361 4320
274,4396 4356 4234 4328 3265 4308 1918 1901 4403 2944
275,2646 4219 4361 4406 4384 3844 4313 3077 4233 4440
276,4408 2521 2696 4308 4219 2865 4504 4361 4400 4257
277,4451 4214 2698 4383 4290 2405 4447 3995 4438 2906
278,4328 1907 4396 4286 1909 3467 2408 4234 3436 1901
279,4286 4328 4396 4234 1909 4447 2408 1907 4360 3419
280,4408 4403 4232 3209 4440 3149 4205 3078 4009 4414
281,2943 4205 4234 4371 4409 4008 4389 3007 4440 3595
282,4219 2646 4408 4308 2962 4361 4234 4400 2831 1907
283,4308 4328 4396 4234 4400 4219 4286 3265 4446 2831
284,4008 2663 4420 2968 3595 2217 4375 2207 3780 2794
285,4214 2698 4362 1907 4308 4286 4354 1909 4234 4204
286,4396 1909 4328 4286 4234 4308 4362 4400 4227 1910
287,3734 4254 4324 4453 4519 3591 4454 4243 2670 4236
288,2962 4397 4371 2802 4227 4440 1901 2521 4394 4389
289,1910 4408 4361 4331 4308 3132 4234 2831 4400 4286
290,4234 4153 4050 4204 1951 4362 4219 4308 4045 2646
291,2408 4403 4400 4361 2521 4407 2944 4408 2831 3209
292,4234 4408 4361 4302 4400 2831 2865 2521 4219 2696
293,4308 2646 4219 4389 4384 3565 4313 4361 4331 4233
294,4395 4219 4389 4257 1966 4387 4407 2865 2408 4403
295,4400 2865 4408 1966 2831 4219 4403 2408 2521 4504
296,2698 4321 4436 4320 4286 4234 1951 4361 4396 4328
297,4308 4396 4331 2646 4234 4219 1910 4440 4408 4362
298,2865 1966 4408 4400 4406 3844 2831 4257 4361 4508
299,2943 4406 4384 4313 4257 4361 2037 3470 4509 3748
300,4408 4308 4234 1960 4396 2964 4387 4400 4321 1899
301,2521 4361 4219 4440 1909 4257 2865 4408 2944 2943
302,4266 4354 4371 4375 4134 3780 4296 4008 4269 2198
303,4286 1909 4396 4328 4234 4308 1901 1907 4403 2944
304,4234 4219 2646 3467 4308 4447 4361 2962 4456 4408
305,4362 1901 4050 4321 2953 4396 3265 4320 4286 4328
306,4328 4234 4396 1907 4286 1899 1909 4153 1901 4446
307,4307 3784 4243 4354 4134 4266 3993 4371 4239 3780
308,4328 4286 3467 4234 1951 4321 2962 4396 4532 4219
309,2220 4375 4371 2968 2663 2942 4440 3643 4379 2894
310,4227 3467 4234 4286 1909 4361 1951 4396 4219 4408
311,2865 4219 4400 1966 4361 2521 2831 4406 4403 3844
312,4362 4356 4308 4045 3265 4234 4153 4050 2698 4214
313,4234 4045 4308 4362 4204 2964 4050 4436 4153 4219
314,4396 4308 4286 1899 1923 1901 4354 4009 4387 4045
315,4436 4321 4320 3128 1951 4050 4045 4153 4234 4383
316,4400 4408 4234 4387 2831 4403 2408 4407 4257 2521
317,4308 1909 4286 4396 1907 4362 4234 1901 4328 3419
318,4285 4387 4257 2408 1966 2865 4504 4408 4400 4509
319,4234 4153 4045 4362 4331 4436 4214 4308 2646 4204
320,4233 4219 2646 4361 4384 4406 4312 4334 3127 4234
321,4286 4328 4396 4234 1907 1909 2408 4407 3419 2511
322,1909 1907 4408 2831 4400 4403 4407 4387 2408 4396
323,4400 4408 2288 2894 2831 2696 2865 4005 4302 4409
324,2831 4219 2521 2865 2944 4361 4400 3168 1966 2802
325,2865 4408 4400 2831 4387 4389 2521 2943 4407 2894
326,3436 4328 1907 4396 4286 3467 4234 4214 4362 4436
327,2646 4257 4331 4219 4361 2943 4408 4308 4303 1909
328,1910 4308 4009 4531 1923 4408 4334 4329 4396 4331
329,1966 4408 4219 2696 4308 2646 4387 2831 4532 4400
330,1951 4286 4436 4532 4320 4308 4321 4234 3467 4361
331,4384 4219 4408 4361 4389 4312 4440 4257 3127 4394
332,4214 4366 4308 2698 4290 4227 4424 2665 4361 4451
333,4321 4436 4320 2232 3861 4234 4331 1951 4319 4286
334,4308 4234 4400 4403 4407 4387 2865 2521 2866 2944
335,4308 4286 3467 1901 4436 1899 4396 4321 4328 4234
336,4396 4328 4446 4045 4234 4362 4153 4400 4331 4356
337,4361 4331 2646 1966 4406 4408 4234 4219 4400 2831
338,1951 4153 4286 4045 2646 4308 4050 4234 1907 4361
339,4366 4361 4214 2698 4308 4362 4451 4153 4234 4050
340,4437 2953 4375 2948 4438 3853 2695 2244 4243 3995
341,4387 1958 2865 4504 4285 4257 4400 4407 2408 4408
342,4045 4050 4243 4153 4234 4385 4242 4321 4408 4133
343,4219 2521 2646 4257 4440 4408 4361 4406 3844 2866
344,2646 4219 4322 4153 4234 4308 4361 4214 4436 4362
345,4219 4361 4408 4400 4234 2521 2865 3689 4389 3055
346,4445 2962 4291 3442 3844 4531 4410 4255 4407 4260
347,4408 4361 4400 4504 4332 1958 4387 4234 2831 2521
348,4440 4389 4285 4257 4408 4205 2521 3149 2064 3843
349,4219 4389 2221 4361 2943 4394 4408 3565 4440 4384
350,2865 1966 2696 4219 4400 4361 4509 4406 4384 3470
351,4387 4219 4408 4234 4400 2831 4367 4403 2408 2865
352,4308 4214 4366 4395 4400 4234 4408 2698 4219 2665
353,4110 2062 4205 4411 3261 3150 2060 4109 2857 4404
354,4308 4388 2244 1899 4249 4286 4296 4153 4202 4243
355,2646 2962 4219 2865 1966 4387 2866 4403 2521 4407
356,4286 4308 4396 4328 1909 4400 4234 4362 4516 4408
357,4219 4308 4408 2646 4234 3564 3127 2962 1907 1909
358,4406 4361 2646 3844 4331 4322 4010 4214 1966 4234
359,2865 1966 4400 2831 4219 4403 4504 4361 4407 2521
360,4436 3467 4328 4366 2698 4320 4321 4290 4227 4383
361,4395 1909 4424 4454 4396 4400 2665 1918 2408 4437
362,4361 4234 4408 4308 4219 4286 2943 2865 3844 2408
363,2865 1966 4219 4508 2696 4509 3567 4400 4361 3470
364,1907 4396 4286 1909 4308 4234 2831 4328 4290 4403
365,2415 2663 4375 2896 4291 4267 4186 4008 4287 4307
366,4361 4219 2865 2646 4400 1966 3844 2408 2831 2521
367,3078 3470 4313 4384 4289 4361 3077 4218 2696 4219
368,1910 4308 4331 4234 1909 4361 1923 4367 4366 4408
369,4328 4234 4362 4286 4045 4396 4153 4400 3467 4308
370,4234 1951 2646 4045 3467 4308 4331 4361 4204 4214
371,2253 2247 2206 2948 2238 4372 4451 1831 3483 2249
372,1909 4308 4328 3419 3088 4362 4234 1918 4408 4400
373,4308 4234 4214 4331 4400 4219 4329 4396 3467 4362
374,4400 4408 4308 2831 4234 2646 4532 4331 4219 4403
375,4234 3128 4050 4153 3467 2646 4286 4530 4532 4320
376,2865 4400 1966 4219 4408 2831 4361 2696 3844 2866
377,4219 2646 4308 4408 2962 4234 1907 4361 4286 3127
378,3265 4308 4362 4234 2665 4045 4153 4396 4050 4356
379,4440 4361 3844 4389 4384 4219 2521 4406 2866 4394
380,4361 4219 4400 2865 2831 4403 1966 4407 2696 4257
381,2865 4400 1966 4219 4408 2831 2408 2521 4509 3844
382,4286 1907 4396 3419 4328 2511 4408 4234 2408 4407
383,4321 4370 4436 4269 4242 4315 4551 4317 3743 2917
384,4308 3467 4334 2646 4362 4234 4331 4219 4050 4153
385,4436 4321 4532 4286 3467 1951 4234 4153 4050 4361
386,3078 2696 4219 3470 4384 4509 2894 2831 4408 1966
387,3467 4396 4286 4153 4234 4321 4050 4361 1907 1951
388,4389 3565 3564 4384 3567 4509 4440 2866 4406 4408
389,1951 4234 4308 4286 4045 4408 2646 4321 4361 4362
390,4371 2910 4372 4436 4178 4207 4220 4401 4303 4240
391,4286 4308 1907 4045 4234 4354 4153 4361 3995 2698
392,4328 4234 4286 4396 4308 4362 2646 4214 4331 3467
393,4219 2646 4308 4408 4396 4361 3565 2943 4440 4322
394,4321 4436 3467 4320 4532 4286 4328 4361 1951 4234
395,2220 4371 4337 4243 4373 3128 4266 4375 2942 4276
396,4219 4384 4205 4440 4389 3026 3149 3007 3261 4367
397,4286 4361 4234 4308 1951 2646 4408 4532 1907 4321
398,4395 4454 3992 1842 4377 4296 2214 3750 4447 2695
399,4361 2865 2696 4408 4440 4219 1966 2521 4509 4389
400,4219 4395 4389 2646 4440 4214 2064 3026 4384 4509
401,1966 4400 2865 2831 4408 4361 4387 4403 2521 2944
402,4227 4447 2663 2968 2698 2213 3774 4367 3552 4302
403,2865 2696 3844 4406 1966 4361 4219 2866 4509 4408
404,2865 4400 4219 1966 4384 2696 4509 3567 4408 4361
405,4328 4234 4286 4396 1909 4308 2511 4362 2408 4407
406,4408 4400 2831 4308 4234 4219 4387 2521 2646 4384
407,3436 4286 4396 4234 1907 4328 4362 4153 2964 4400
408,4406 2646 4234 4308 3844 4219 4361 4331 1966 4408
409,1909 4396 4354 4308 1901 1899 4328 1907 4234 4286
410,4219 4361 4331 4234 4408 2646 2831 4400 2962 1907
411,4387 4361 4408 2943 4234 4407 4257 3007 2521 4366
412,4219 4395 2646 4389 4214 4424 3026 4440 4384 4361
413,4328 4400 4134 4396 4153 4045 4234 4331 4308 4408
414,2908 2663 2794 2253 4321 2916 3777 4008 2695 2968
415,4234 2964 4400 4331 4334 4204 4436 2831 4329 4502
416,4400 2521 2944 4361 3689 1958 2865 4219 2831 2802
417,4411 2062 4110 4404 2060 3261 4419 3260 2061 3431
418,1909 4286 1907 4396 4400 4290 4328 4308 4361 4219
419,4313 3078 3470 4384 2696 2866 4400 3689 4219 3055
420,4313 2646 4219 4361 4440 4384 3470 4406 4389 3844
421,4308 4400 4408 2865 4361 4219 2831 4532 2521 1966
422,4308 4396 3088 4362 1909 4234 4387 4400 1958 1960
423,4440 4389 2962 2521 4408 4361 4257 4407 4403 2944
424,4219 4361 4234 1966 4406 3844 4408 4331 4400 2831
425,4331 4234 1901 4396 4286 4328 4408 2943 4361 1907
426,4440 4389 2962 4257 4285 4408 4361 3565 4394 2866
427,4286 4328 4436 3467 1907 4234 4396 1951 4320 4219
428,4234 4362 2646 4308 4153 4214 4331 4050 3467 2665
429,4328 4286 4396 4436 4234 4321 1909 4320 4308 4361
430,4219 4234 4400 1966 4504 4408 2865 4361 2831 1958
431,2865 3844 4361 4406 4219 1966 2521 2831 2696 4400
432,4286 4532 4234 4308 4361 1951 4408 4219 2521 1901
433,4219 4328 4234 2646 4408 1951 4396 1907 4361 4286
434,1909 4408 4308 4396 2511 4400 4387 2408 1960 4407
435,2646 2521 4219 4234 4361 4408 4400 2865 4308 3132
436,4408 4308 1960 4234 4400 2962 2831 2408 4403 4387
437,2962 2865 2521 4408 3844 4257 4387 4509 2866 4403
